emp_no,dept_no,from_date,to_date
472036,d005,21-04-1987,01-01-9999
472037,d004,04-12-1999,01-01-9999
472038,d004,29-04-1985,19-06-1986
472038,d009,19-06-1986,01-01-9999
472039,d005,13-11-1997,15-06-2001
472040,d001,23-09-1999,01-01-9999
472041,d005,10-01-1999,01-01-9999
472042,d005,11-09-1990,01-01-9999
472043,d005,15-05-1999,01-01-9999
472044,d005,06-04-1998,01-01-9999
472045,d003,19-10-1987,01-01-9999
472046,d008,23-03-1987,21-09-1989
472047,d002,02-04-1999,01-01-9999
472048,d005,02-06-1989,10-07-1996
472048,d008,10-07-1996,01-01-9999
472049,d004,12-11-1992,01-01-9999
472050,d005,13-12-1989,01-01-9999
472051,d009,02-07-1999,01-01-9999
472052,d005,09-12-1995,01-01-9999
472053,d009,04-08-1986,01-01-9999
472054,d004,20-12-1985,01-01-9999
472055,d005,14-04-1995,07-07-2001
472056,d004,22-02-1986,09-01-1987
472057,d005,24-08-1996,24-08-1999
472057,d009,19-12-1993,24-08-1996
472058,d009,22-01-1991,01-01-9999
472059,d005,24-07-1994,12-08-2001
472060,d007,02-10-1997,01-01-9999
472061,d009,01-03-1992,01-01-9999
472062,d009,02-09-1992,21-07-1999
472063,d005,31-07-1998,01-01-9999
472064,d004,16-03-1985,01-01-9999
472065,d005,19-09-1989,01-01-9999
472066,d004,01-09-1987,01-01-9999
472066,d005,24-03-1985,01-09-1987
472067,d001,21-07-1987,01-01-9999
472068,d007,13-01-1997,01-01-9999
472069,d007,20-11-1992,01-01-9999
472070,d006,12-07-1990,17-08-1997
472071,d004,08-03-1995,27-10-1995
472072,d004,07-02-1995,01-01-9999
472073,d005,07-11-1998,09-09-2001
472074,d004,02-03-1997,01-01-9999
472074,d005,11-06-1993,02-03-1997
472075,d004,22-02-1999,01-01-9999
472076,d002,05-04-1985,01-01-9999
472077,d004,09-07-1988,01-01-9999
472078,d002,09-03-1990,01-01-9999
472079,d005,22-07-1996,01-01-9999
472080,d004,08-09-1994,12-02-2002
472081,d005,10-10-1996,12-03-2000
472082,d002,23-01-1989,28-05-1995
472083,d007,19-11-1994,01-01-9999
472084,d004,11-07-2000,01-01-9999
472084,d005,07-03-1989,11-07-2000
472085,d004,18-12-1993,01-01-9999
472086,d005,10-03-1991,26-10-1999
472087,d004,14-07-1993,01-01-9999
472088,d008,16-08-1989,01-01-9999
472089,d005,18-02-1990,01-01-9999
472090,d005,03-06-1991,01-01-9999
472091,d006,17-05-1995,01-01-9999
472092,d007,27-03-1985,05-12-1986
472093,d004,24-12-1998,01-01-9999
472093,d005,11-07-1997,24-12-1998
472094,d005,10-10-1997,01-01-9999
472095,d009,18-04-1985,20-08-1994
472096,d005,01-07-1987,01-01-9999
472097,d005,26-02-1987,01-01-9999
472098,d001,08-08-1985,01-01-9999
472099,d004,13-07-1989,01-01-9999
472100,d005,22-04-1992,01-01-9999
472101,d002,15-03-1997,01-01-9999
472102,d001,11-05-1989,06-10-1996
472102,d007,16-02-1986,11-05-1989
472103,d006,18-04-1990,01-01-9999
472104,d005,23-06-1999,01-01-9999
472105,d005,24-02-1989,01-01-9999
472106,d007,09-05-1987,01-01-9999
472107,d005,08-08-1994,01-01-9999
472108,d004,03-10-1987,01-01-9999
472109,d008,21-02-1987,01-01-9999
472110,d005,02-11-1993,01-01-9999
472111,d004,18-07-2000,23-01-2001
472111,d005,17-10-1994,18-07-2000
472112,d009,01-05-1985,01-01-9999
472113,d004,16-03-1997,01-01-9999
472114,d002,27-09-1990,01-01-9999
472115,d004,14-07-1995,01-01-9999
472116,d005,05-04-1985,01-01-9999
472117,d004,13-04-1995,01-01-9999
472118,d008,23-02-1996,01-01-9999
472119,d005,05-05-1993,26-03-1999
472120,d004,28-04-1996,01-01-9999
472120,d006,23-03-1992,28-04-1996
472121,d004,08-12-1986,01-01-9999
472122,d004,19-01-1990,01-01-9999
472123,d007,26-11-1994,01-01-9999
472124,d005,01-12-1986,01-01-9999
472125,d005,08-11-1991,01-01-9999
472126,d007,08-04-1987,01-01-9999
472127,d005,10-06-1994,18-10-1998
472128,d007,10-08-1991,01-01-9999
472129,d004,06-01-1991,01-01-9999
472129,d005,07-11-1987,06-01-1991
472130,d004,26-01-1986,01-01-9999
472131,d005,27-06-1988,01-01-9999
472132,d007,19-08-1990,01-01-9999
472133,d004,21-03-1987,01-01-9999
472134,d005,05-11-1998,01-01-9999
472135,d005,10-03-1988,01-01-9999
472136,d005,10-02-1987,20-12-1991
472137,d001,21-06-1996,01-01-9999
472137,d007,10-09-1987,21-06-1996
472138,d004,22-08-1995,01-01-9999
472139,d007,06-03-1985,01-01-9999
472140,d007,21-09-1997,01-01-9999
472141,d004,14-03-1996,01-01-9999
472142,d004,05-05-1986,01-01-9999
472143,d007,14-08-1996,01-01-9999
472144,d003,31-03-1995,22-04-2002
472145,d005,22-10-1985,01-01-9999
472146,d004,04-04-1997,31-08-1999
472146,d006,31-08-1999,01-01-9999
472147,d007,26-10-1998,01-01-9999
472148,d005,01-05-1999,22-05-2001
472149,d005,22-12-1999,01-01-9999
472150,d005,20-11-1997,01-01-9999
472151,d004,03-02-1986,01-01-9999
472152,d006,07-05-1999,01-01-9999
472153,d004,25-05-1998,03-03-2000
472154,d005,19-01-1989,01-01-9999
472155,d005,16-03-1988,21-04-2002
472155,d008,21-04-2002,01-01-9999
472156,d009,22-12-1998,01-01-9999
472157,d007,25-01-1995,01-01-9999
472158,d007,14-12-1993,01-01-9999
472159,d005,24-11-1994,01-01-9999
472160,d005,21-01-1996,05-06-2001
472161,d002,22-03-1987,01-01-9999
472162,d001,08-05-1994,01-01-9999
472163,d004,07-04-1995,01-01-9999
472164,d009,29-05-1997,01-01-9999
472165,d002,30-01-1998,21-02-1999
472165,d007,21-02-1999,30-04-1999
472166,d001,19-10-1994,01-01-9999
472167,d005,18-12-1992,01-01-9999
472168,d004,05-04-1987,01-01-9999
472169,d005,29-01-1987,01-01-9999
472170,d004,10-10-1988,21-11-1988
472171,d002,09-03-1985,01-01-9999
472172,d004,18-08-1989,01-01-9999
472173,d006,30-03-1998,01-01-9999
472174,d004,17-08-1991,01-01-9999
472175,d004,17-02-2000,01-01-9999
472175,d008,23-04-1999,17-02-2000
472176,d001,11-04-1999,23-11-1999
472177,d006,09-03-1991,01-01-9999
472178,d003,05-07-1996,27-06-2000
472179,d007,20-01-1991,01-01-9999
472180,d005,12-08-1997,01-01-9999
472181,d003,10-10-1988,25-09-1993
472182,d003,01-11-1990,01-01-9999
472183,d009,21-08-1996,01-01-9999
472184,d005,04-07-1996,01-01-9999
472184,d006,15-10-1989,04-07-1996
472185,d005,23-03-1997,01-01-9999
472186,d007,21-03-1992,01-01-9999
472187,d001,15-03-1999,01-01-9999
472188,d006,15-03-1986,21-08-2000
472189,d004,17-10-1986,01-01-9999
472190,d005,05-11-1994,27-04-1999
472191,d005,25-03-1996,01-01-9999
472192,d005,29-04-1988,01-01-9999
472192,d008,09-09-1986,29-04-1988
472193,d005,11-09-1990,09-10-1997
472194,d002,13-09-1998,01-01-9999
472195,d002,03-05-1990,01-01-9999
472196,d004,15-03-1993,01-01-9999
472197,d003,07-03-1985,30-01-1987
472198,d007,24-05-1996,01-01-9999
472199,d005,27-12-1994,01-01-9999
472200,d004,27-11-1996,01-01-9999
472201,d004,13-11-1990,18-06-2001
472201,d009,18-06-2001,01-01-9999
472202,d004,26-04-1994,25-10-1998
472203,d008,15-03-1985,01-01-9999
472204,d001,12-08-1998,22-07-2000
472205,d007,29-08-1993,01-01-9999
472206,d007,17-03-1992,01-01-9999
472207,d007,04-05-1990,01-01-9999
472208,d005,26-11-1991,01-01-9999
472209,d005,17-06-1988,01-01-9999
472210,d005,12-10-1997,28-09-2000
472210,d008,28-09-2000,01-01-9999
472211,d005,17-04-1992,01-01-9999
472212,d001,07-07-1991,08-09-1994
472213,d005,02-01-2000,01-01-9999
472214,d004,13-07-1995,01-01-9999
472215,d007,06-05-1997,01-01-9999
472216,d004,09-05-1995,01-01-9999
472217,d005,21-10-1997,01-01-9999
472218,d002,10-10-1996,11-06-1999
472219,d009,25-11-1998,01-01-9999
472220,d004,29-01-1992,10-12-2001
472220,d009,10-12-2001,01-01-9999
472221,d005,03-02-1986,01-01-9999
472222,d005,12-11-1985,01-01-9999
472223,d009,02-03-1986,01-01-9999
472224,d007,24-03-1987,01-01-9999
472225,d003,02-03-1985,01-01-9999
472226,d003,25-07-1990,01-01-9999
472227,d005,27-06-1985,25-10-2000
472228,d004,30-09-1999,01-01-9999
472229,d004,03-12-1995,01-01-9999
472229,d005,14-04-1987,03-12-1995
472230,d008,13-12-1992,01-01-9999
472231,d001,22-10-1991,01-01-9999
472232,d007,10-04-1987,01-01-9999
472233,d007,22-06-1993,01-01-9999
472234,d001,10-07-1985,01-01-9999
472235,d004,05-03-1992,01-01-9999
472236,d004,16-06-1992,04-12-1993
472237,d005,21-04-1992,01-01-9999
472238,d004,09-10-1990,01-01-9999
472239,d004,26-09-1991,01-01-9999
472240,d004,30-08-1994,07-10-1999
472240,d006,07-10-1999,01-01-9999
472241,d004,07-08-1992,01-01-9999
472242,d001,10-04-1996,01-01-9999
472243,d007,26-11-1999,01-01-9999
472244,d005,15-07-1985,01-01-9999
472245,d003,14-08-1994,20-04-2001
472246,d004,26-02-1986,01-01-9999
472247,d006,05-11-1990,01-01-9999
472248,d005,22-03-1989,01-01-9999
472249,d004,25-12-1992,07-07-1994
472250,d004,03-11-1988,06-03-1991
472250,d009,06-03-1991,01-01-9999
472251,d004,31-05-1992,02-11-1997
472252,d005,15-08-1997,01-01-9999
472253,d005,13-12-1999,01-01-9999
472254,d005,10-04-1985,01-01-9999
472255,d007,21-10-1991,01-01-9999
472256,d007,23-07-1993,01-01-9999
472257,d001,13-03-1989,03-03-2000
472258,d005,25-12-1990,01-01-9999
472259,d006,27-03-1999,09-08-2001
472260,d004,22-09-1999,01-01-9999
472261,d002,23-06-1993,09-06-1997
472261,d003,09-06-1997,01-01-9999
472262,d009,26-01-1990,02-05-1999
472263,d006,13-10-1997,01-01-9999
472264,d005,12-01-1989,01-01-9999
472265,d007,17-10-1993,01-01-9999
472266,d005,06-09-1998,01-01-9999
472267,d002,25-04-1998,01-01-9999
472268,d007,21-04-1987,01-01-9999
472269,d001,04-11-1993,01-01-9999
472270,d004,18-06-1985,29-08-1993
472271,d001,15-01-2001,01-01-9999
472271,d003,01-03-1988,15-01-2001
472272,d007,28-04-1992,01-01-9999
472273,d001,29-06-1990,01-01-9999
472274,d008,03-06-1986,01-01-9999
472275,d001,11-11-1995,04-12-1995
472276,d001,04-12-1988,01-01-9999
472277,d007,29-12-1994,01-01-9999
472278,d007,13-10-1986,10-02-1996
472279,d005,05-08-1991,01-01-9999
472280,d001,25-01-1988,22-01-1991
472280,d009,22-01-1991,01-01-9999
472281,d007,24-07-1999,01-01-9999
472282,d006,30-08-1987,01-01-9999
472283,d007,08-09-1989,01-01-9999
472284,d004,14-12-1993,01-01-9999
472285,d005,29-06-1990,01-01-9999
472286,d005,15-11-1995,01-01-9999
472287,d004,31-07-1994,03-01-1997
472288,d004,26-10-1986,01-01-9999
472289,d005,18-12-1986,01-01-9999
472290,d004,09-10-1990,30-06-2000
472290,d009,30-06-2000,01-01-9999
472291,d004,14-01-1991,01-01-9999
472292,d006,17-04-1995,01-01-9999
472293,d007,28-10-1993,01-01-9999
472294,d005,16-10-1987,24-05-2002
472295,d007,11-07-1997,01-09-1997
472296,d004,27-04-1986,01-01-9999
472297,d008,09-08-1997,01-01-9999
472298,d007,26-03-1999,01-01-9999
472299,d004,07-09-1998,01-01-9999
472300,d002,04-02-1987,01-01-9999
472301,d004,14-11-1986,26-09-2000
472301,d006,26-09-2000,01-01-9999
472302,d004,19-12-1993,01-01-9999
472303,d003,08-10-1993,01-01-9999
472304,d005,27-10-1992,30-08-1993
472305,d005,09-10-1996,01-01-9999
472306,d002,19-11-1993,01-01-9999
472307,d004,29-10-1987,01-01-9999
472308,d005,23-01-1986,21-12-1994
472309,d001,29-06-1987,01-01-9999
472310,d004,11-04-1997,01-01-9999
472310,d008,15-05-1991,11-04-1997
472311,d006,14-02-1996,05-09-1997
472312,d007,30-11-1992,01-01-9999
472313,d007,27-07-1987,01-01-9999
472314,d005,27-07-1988,01-01-9999
472315,d009,05-01-1995,01-01-9999
472316,d002,24-08-1998,26-08-1998
472317,d005,27-12-1995,24-01-1996
472318,d005,11-12-1985,01-01-9999
472319,d004,29-12-1998,01-01-9999
472320,d004,28-02-1995,12-12-1996
472320,d006,12-12-1996,01-01-9999
472321,d005,12-12-1985,01-01-9999
472322,d004,30-05-1999,29-11-1999
472323,d005,16-03-1994,01-01-9999
472324,d006,02-05-1995,01-01-9999
472325,d007,18-10-1988,01-01-9999
472326,d009,09-06-1992,01-01-9999
472327,d003,04-01-1993,09-06-1993
472328,d001,16-06-1994,03-09-1996
472329,d005,10-09-1993,01-01-9999
472330,d004,06-08-1991,29-07-1992
472330,d006,29-07-1992,01-01-9999
472331,d004,10-08-1997,10-12-2001
472332,d005,18-10-1986,01-01-9999
472333,d002,30-09-1996,01-01-9999
472334,d007,04-05-1991,17-12-1994
472335,d009,05-10-1987,01-01-9999
472336,d006,04-12-1985,01-01-9999
472337,d009,25-05-1993,01-01-9999
472338,d004,20-05-1991,01-01-9999
472339,d005,11-03-1994,05-12-1996
472339,d008,07-12-1993,11-03-1994
472340,d005,07-08-1985,01-01-9999
472341,d006,24-09-1993,01-01-9999
472342,d004,12-07-1992,18-01-1999
472343,d005,02-02-1987,01-01-9999
472344,d006,05-10-1993,01-01-9999
472345,d004,09-04-1993,01-03-1998
472346,d007,22-09-1999,01-01-9999
472347,d005,09-04-1985,12-09-1992
472348,d004,19-10-1985,17-03-1995
472348,d009,17-03-1995,01-01-9999
472349,d007,23-07-1985,01-01-9999
472350,d007,12-12-1993,09-06-2001
472351,d001,23-01-2000,01-01-9999
472352,d002,29-04-1994,31-12-1999
472353,d003,27-05-1988,01-01-9999
472354,d005,21-09-1992,01-01-9999
472355,d004,06-08-1997,01-01-9999
472356,d004,01-02-1994,01-01-9999
472356,d005,04-07-1991,01-02-1994
472357,d007,07-06-1987,01-01-9999
472358,d006,14-04-1987,16-08-1992
472359,d007,05-07-1994,01-01-9999
472360,d005,14-06-1991,03-12-1996
472361,d004,29-09-1993,01-01-9999
472362,d004,11-10-1997,01-01-9999
472363,d005,07-10-1988,01-01-9999
472364,d003,06-05-1994,01-01-9999
472365,d007,28-03-1987,14-04-1995
472365,d009,14-04-1995,01-01-9999
472366,d006,20-07-1986,01-01-9999
472367,d004,06-10-1988,31-08-1990
472368,d005,02-09-1995,01-01-9999
472369,d004,18-12-1992,05-07-1999
472370,d005,12-03-1998,01-01-9999
472371,d006,20-05-1986,25-09-1986
472372,d001,18-05-1998,01-01-9999
472373,d007,24-08-1995,01-01-9999
472374,d007,10-01-1999,01-01-9999
472375,d002,14-02-1994,01-01-9999
472375,d003,15-01-1986,14-02-1994
472376,d004,05-12-1992,31-10-1996
472377,d004,11-12-1995,01-01-9999
472378,d002,30-07-1992,01-01-9999
472379,d008,29-11-1996,01-01-9999
472380,d007,12-11-1999,01-01-9999
472381,d005,06-09-1987,01-01-9999
472382,d007,12-12-1996,01-01-9999
472383,d004,05-05-2001,01-01-9999
472383,d008,16-07-1999,05-05-2001
472384,d005,11-12-1991,01-01-9999
472385,d003,22-07-1996,05-05-2001
472386,d001,10-04-1999,01-01-9999
472387,d005,22-01-1996,01-01-9999
472388,d007,25-12-1997,01-01-9999
472389,d007,01-04-1994,01-01-9999
472390,d001,25-11-1996,01-01-9999
472391,d004,03-01-1996,01-01-9999
472391,d009,25-03-1985,03-01-1996
472392,d007,23-03-1988,01-01-9999
472393,d009,30-12-1985,01-01-9999
472394,d007,23-09-1994,01-07-2001
472395,d005,01-02-1999,01-01-9999
472396,d005,13-05-1996,01-01-9999
472397,d007,30-10-1990,01-01-9999
472398,d007,24-10-1997,01-01-9999
472399,d005,28-11-1997,01-01-9999
472400,d005,15-07-1986,07-03-1989
472401,d003,20-10-1985,01-01-9999
472402,d004,18-06-1988,23-07-2000
472402,d009,23-07-2000,01-01-9999
472403,d009,14-09-1988,01-01-9999
472404,d004,18-01-1989,01-01-9999
472405,d009,07-04-1999,01-01-9999
472406,d005,13-01-1997,01-01-9999
472407,d005,12-12-1989,28-05-1990
472408,d002,14-03-1987,01-01-9999
472409,d002,15-05-1993,01-01-9999
472410,d005,02-02-1991,27-05-2000
472410,d008,27-05-2000,01-01-9999
472411,d005,26-09-1991,01-01-9999
472412,d005,01-04-1988,01-01-9999
472413,d006,24-05-1997,01-01-9999
472414,d007,29-10-1992,01-01-9999
472415,d005,18-11-1995,01-01-9999
472416,d004,28-07-1995,24-09-2000
472417,d008,15-07-1991,01-01-9999
472418,d007,15-07-1995,01-01-9999
472419,d009,06-08-1999,01-01-9999
472420,d004,04-09-1993,11-08-1994
472420,d005,02-01-1990,04-09-1993
472421,d003,07-12-1999,01-01-9999
472422,d004,23-04-1990,01-01-9999
472423,d003,22-09-1994,01-01-9999
472424,d001,15-08-1997,01-01-9999
472425,d007,04-08-1997,01-01-9999
472426,d001,03-06-1990,01-01-9999
472427,d006,07-05-1986,04-12-2001
472428,d005,16-08-1987,01-01-9999
472429,d003,14-11-1987,01-01-9999
472430,d007,29-08-1986,01-01-9999
472431,d001,30-04-1996,12-08-1997
472431,d007,29-08-1990,30-04-1996
472432,d005,14-05-1998,01-01-9999
472433,d001,11-10-1995,01-01-9999
472434,d008,22-03-1998,03-10-2000
472435,d007,10-11-1996,01-01-9999
472436,d002,28-06-1996,01-01-9999
472437,d006,12-04-1997,01-01-9999
472438,d002,20-02-1990,01-01-9999
472439,d001,25-06-1986,01-01-9999
472440,d003,25-08-1998,25-10-2000
472441,d004,25-11-1997,01-01-9999
472441,d006,07-02-1991,25-11-1997
472442,d004,19-09-1999,01-01-9999
472443,d007,09-05-1996,01-01-9999
472444,d009,17-08-1997,01-01-9999
472445,d005,23-04-1992,28-11-2001
472446,d005,19-03-1996,01-01-9999
472447,d005,17-12-1992,01-01-9999
472448,d008,05-07-1999,01-01-9999
472449,d005,04-02-1991,02-10-1994
472450,d005,22-10-1999,01-01-9999
472451,d002,20-12-1986,01-01-9999
472451,d003,25-04-1986,20-12-1986
472452,d005,11-02-1996,01-01-9999
472453,d004,29-09-1990,01-01-9999
472454,d005,06-11-1997,01-01-9999
472455,d005,15-01-1996,01-01-9999
472456,d003,15-02-1992,02-03-1998
472457,d005,04-10-1995,01-01-9999
472458,d001,20-09-1998,01-01-9999
472459,d005,24-07-1995,01-01-9999
472460,d004,25-03-1989,01-01-9999
472461,d005,28-05-1999,08-02-2000
472462,d005,13-10-1999,01-01-9999
472462,d006,27-09-1990,13-10-1999
472463,d005,02-06-1987,01-01-9999
472464,d005,20-01-2000,01-01-9999
472465,d005,19-11-1989,01-01-9999
472466,d007,10-03-1996,01-01-9999
472467,d004,10-01-1994,01-06-1994
472468,d005,07-12-1987,01-01-9999
472469,d004,25-04-1995,01-01-9999
472470,d005,01-02-1998,01-01-9999
472471,d005,15-01-1988,01-01-9999
472472,d001,12-08-1992,01-01-9999
472472,d007,17-04-1989,12-08-1992
472473,d009,01-07-1995,01-01-9999
472474,d008,15-02-1995,22-03-1999
472475,d007,19-06-1990,01-01-9999
472476,d005,14-01-1999,01-01-9999
472477,d005,26-04-1997,01-01-9999
472478,d006,07-03-1993,01-01-9999
472479,d003,19-07-1997,01-01-9999
472480,d007,08-05-1990,01-01-9999
472481,d005,17-01-1991,01-01-9999
472482,d001,10-11-1989,01-01-9999
472483,d002,20-12-1994,16-07-1995
472483,d003,08-02-1994,20-12-1994
472484,d005,16-03-1999,01-01-9999
472485,d004,08-09-1991,01-01-9999
472486,d006,24-10-1991,01-01-9999
472487,d007,18-08-1986,01-01-9999
472488,d002,12-05-1985,01-01-9999
472489,d009,30-08-1987,23-04-1996
472490,d004,19-12-1987,01-01-9999
472491,d006,06-02-1989,01-01-9999
472492,d001,08-09-1996,01-01-9999
472492,d003,09-08-1995,08-09-1996
472493,d002,18-10-1988,01-01-9999
472494,d004,27-05-1990,01-01-9999
472495,d007,10-11-1992,01-01-9999
472496,d005,19-12-1986,01-01-9999
472497,d005,25-07-1986,01-01-9999
472498,d008,20-04-1998,17-05-2001
472499,d005,04-03-1999,01-01-9999
472500,d005,15-11-1986,01-01-9999
472501,d005,21-12-1996,30-04-1999
472502,d007,24-04-1999,15-04-2002
472502,d009,15-04-2002,01-01-9999
472503,d003,15-07-1994,01-01-9999
472504,d007,07-06-1989,01-01-9999
472505,d005,15-06-1995,01-01-9999
472506,d002,02-09-1996,01-01-9999
472507,d005,29-10-1993,19-02-1994
472508,d009,18-09-1986,01-01-9999
472509,d004,31-01-1988,01-01-9999
472510,d001,05-09-1989,01-01-9999
472511,d002,03-07-1990,01-01-9999
472512,d003,10-04-1986,01-01-9999
472513,d001,10-11-1997,01-01-9999
472513,d007,23-06-1985,10-11-1997
472514,d007,10-05-1989,01-01-9999
472515,d007,01-02-1991,14-01-2001
472516,d004,15-04-1991,01-01-9999
472517,d001,03-06-1993,01-01-9999
472518,d004,27-10-1995,01-01-9999
472519,d009,26-12-1997,18-01-2000
472520,d006,01-05-1997,01-01-9999
472521,d005,23-01-1989,01-01-9999
472522,d005,02-05-1998,01-01-9999
472523,d005,25-07-1995,13-07-1997
472523,d008,13-07-1997,01-01-9999
472524,d006,09-03-1985,01-01-9999
472525,d008,27-01-1992,31-01-1993
472526,d007,03-01-1989,01-01-9999
472527,d001,10-01-1999,01-01-9999
472528,d009,10-02-1992,01-01-9999
472529,d006,10-10-1987,01-01-9999
472530,d001,28-12-1990,01-01-9999
472531,d006,08-05-1999,09-06-2000
472532,d004,13-09-1994,01-01-9999
472533,d005,30-07-1997,01-01-9999
472533,d009,27-08-1992,30-07-1997
472534,d007,27-02-1997,01-01-9999
472535,d008,30-11-1989,11-10-1994
472536,d004,08-10-1989,01-01-9999
472537,d003,07-12-1992,01-01-9999
472538,d005,16-08-1990,01-01-9999
472539,d004,10-01-1992,01-01-9999
472540,d005,29-08-1990,01-01-9999
472541,d001,08-04-1993,19-12-1996
472541,d009,19-12-1996,01-01-9999
472542,d004,28-09-1988,15-01-1999
472543,d005,01-10-1991,01-01-9999
472544,d003,06-02-1990,01-01-9999
472545,d006,05-09-1990,01-01-9999
472546,d005,06-01-1993,01-01-9999
472547,d004,07-10-1989,01-01-9999
472548,d005,28-12-1986,18-10-1998
472549,d004,17-12-1987,01-01-9999
472550,d004,17-12-1987,01-01-9999
472551,d004,26-01-1989,20-05-1995
472552,d005,29-05-1993,18-05-1998
472552,d008,18-05-1998,01-01-9999
472553,d007,11-09-1996,01-01-9999
472554,d004,04-12-1992,01-01-9999
472555,d009,23-05-1992,01-01-9999
472556,d005,18-11-1994,06-02-1996
472557,d005,09-01-1997,01-01-9999
472558,d005,01-01-1992,10-11-1998
472559,d007,01-03-1992,01-01-9999
472560,d008,28-01-1996,01-01-9999
472561,d008,29-10-1989,01-01-9999
472562,d007,27-03-1993,03-08-1993
472562,d009,03-08-1993,15-12-1994
472563,d004,09-10-1990,01-01-9999
472564,d005,13-02-1991,01-10-1992
472565,d004,27-01-1997,01-01-9999
472566,d005,02-12-1999,01-01-9999
